track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
6fJhF2zdKgCSO3E4JcvVER,Mitski,,Abbey,0.0,0,False,0.511,0.204,11.0,0.0,1.0,0.0316,0.835,0.0,0.128,0.254,111.991,4.0,"['brooklyn indie', 'pov: indie']"
1edP751qQSUaA1vo7Hva3w,Ariana Grande,,breathin - live,45.0,0,False,0.322,0.874,8.0,0.0,1.0,0.2,0.0454,2.27e-06,0.945,0.171,98.089,4.0,['pop']
76qVJ5CbodXgDGleekie9O,TWICE,,Merry & Happy,0.0,0,False,0.716,0.63,10.0,0.0,1.0,0.0376,0.404,0.0,0.0817,0.667,154.078,4.0,"['k-pop', 'k-pop girl group', 'pop']"
0ZyfiFudK9Si2n2G9RkiWj,Lana Del Rey,,Ride,64.0,0,False,0.373,0.686,0.0,0.0,1.0,0.034,0.128,1.96e-06,0.383,0.189,93.763,4.0,"['art pop', 'pop']"
6ARSouo2qnKWkIZSlkudiD,Ariana Grande,,Best Mistake,30.0,0,False,0.654,0.578,6.0,0.0,1.0,0.449,0.547,0.0,0.112,0.233,143.866,4.0,['pop']
6pDVjCUA3B1vg9waKutAsv,The Weeknd,,Attention,63.0,0,False,0.671,0.428,4.0,0.0,0.0,0.124,0.688,0.000182,0.119,0.362,148.04,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
4m8OYzzuXMfbia15YlwdQL,TWICE,,TT,0.0,0,False,0.713,0.86,2.0,0.0,1.0,0.0842,0.0469,0.000184,0.434,0.354,129.909,4.0,"['k-pop', 'k-pop girl group', 'pop']"
2xfRDWDKOisEXgRnYI58Tb,Cigarettes After Sex,,Starry Eyes,0.0,0,False,0.425,0.363,2.0,0.0,1.0,0.0322,0.448,0.321,0.0685,0.12,100.426,4.0,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
2IY7eOUDjw2ArKYxKa2jXc,The Weeknd,,Starboy,0.0,0,False,0.682,0.592,7.0,0.0,1.0,0.281,0.169,5.49e-06,0.136,0.5,186.041,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
1J0qupz0gVGSB5jcRY35tL,Stray Kids,,Maknae On Top (I.N),62.0,0,False,0.834,0.619,8.0,0.0,1.0,0.0465,0.28,1.97e-05,0.0374,0.883,129.986,4.0,"['k-pop', 'k-pop boy group', 'pop']"
29RfrpHC12SyrPW1ozqdWz,Lana Del Rey,,Sad Girl,54.0,0,False,0.345,0.587,5.0,0.0,1.0,0.0364,0.539,0.0731,0.119,0.258,119.479,4.0,"['art pop', 'pop']"
6aU9WABbPXrV0moONji2g7,Taylor Swift,,Bad Blood,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['pop']
2ofOe2OaXFpZF5ETbsc7Qu,Ariana Grande,,Honeymoon Avenue,54.0,0,False,0.692,0.608,8.0,0.0,0.0,0.041,0.218,0.0,0.348,0.449,125.012,4.0,['pop']
3cw6T3OEgqLiqEDLDQPSnE,IVE,,Cherish,58.0,0,False,0.853,0.654,5.0,0.0,1.0,0.0669,0.306,4.71e-06,0.11,0.868,112.997,4.0,['k-pop girl group']
4KiDinOqlkARDYvoUOrl0j,Taylor Swift,,Come Back...Be Here,0.0,0,False,0.483,0.548,4.0,0.0,1.0,0.0254,0.00471,2.01e-06,0.0997,0.217,79.926,4.0,['pop']
5U1XqpEGLeDd48dDFNqQEC,BTS,,MAMA,0.0,0,False,0.544,0.739,5.0,0.0,0.0,0.232,0.000226,2.14e-05,0.0816,0.467,185.81,4.0,"['k-pop', 'k-pop boy group', 'pop']"
79ypLbXeRsgNgd3uZTOcY4,TWICE,,Dance Again,57.0,0,False,0.688,0.832,10.0,0.0,1.0,0.0574,0.173,0.0,0.0901,0.818,113.973,4.0,"['k-pop', 'k-pop girl group', 'pop']"
0oHn3CGVerdfLqIrN6CT42,Stray Kids,,"Muddy Water (Changbin, Hyunjin, HAN, Felix)",60.0,0,False,0.76,0.871,1.0,0.0,1.0,0.231,0.306,0.0,0.079,0.888,89.989,4.0,"['k-pop', 'k-pop boy group', 'pop']"
3RwWW7KeVhHGayYJgUL5eZ,Ariana Grande,,eternal sunshine,85.0,0,False,0.658,0.505,9.0,0.0,1.0,0.105,0.537,0.0,0.113,0.331,159.947,4.0,['pop']
2gZaVIT44gRC8AZfO1LCgP,Stray Kids,,Insomnia,47.0,0,False,0.65,0.748,11.0,0.0,0.0,0.344,0.157,0.0,0.102,0.767,167.954,4.0,"['k-pop', 'k-pop boy group', 'pop']"
269xqcgGTN9PlivhUkOLhX,Lana Del Rey,,In My Feelings,68.0,0,False,0.54,0.674,2.0,0.0,1.0,0.0802,0.0553,0.0608,0.112,0.309,89.933,4.0,"['art pop', 'pop']"
50yNTF0Od55qnHLxYsA5Pw,Taylor Swift,,Shake It Off (Taylor's Version),63.0,0,False,0.636,0.808,7.0,0.0,1.0,0.0729,0.0121,2.18e-05,0.359,0.917,160.058,4.0,['pop']
3eZYOQO4UzKrUDYDghtnFw,Ariana Grande,,test drive,62.0,0,False,0.698,0.708,9.0,0.0,0.0,0.0454,0.0251,0.0,0.124,0.322,115.036,4.0,['pop']
0MYIrBXK8cmJwY0Ny98L7x,Lorde,,The Louvre,20.0,0,False,0.664,0.382,0.0,0.0,1.0,0.047,0.239,0.00749,0.0943,0.126,123.214,4.0,"['art pop', 'metropopolis', 'nz pop', 'pop']"
42wKjrBHwwVkqcrQAz5fva,Dua Lipa,,Hallucinate (Paul Woolford Remix) [Extended] [Mixed],37.0,0,False,0.562,0.806,5.0,0.0,0.0,0.0326,0.00857,0.218,0.162,0.695,123.013,4.0,"['dance pop', 'pop', 'uk pop']"
0vfPEfQk0ZCHExTZ007Ryr,Lana Del Rey,,Guns And Roses,60.0,0,False,0.533,0.666,8.0,0.0,0.0,0.0448,0.3,0.00862,0.115,0.343,108.928,4.0,"['art pop', 'pop']"
5wEreUfwxZxWnEol61ulIi,Lana Del Rey,,Born To Die,68.0,0,False,0.393,0.634,4.0,0.0,0.0,0.0378,0.2,0.000166,0.198,0.395,85.767,4.0,"['art pop', 'pop']"
4QcHRRDS0ayymLybzKNZq4,TWICE,,Heart Shaker,0.0,0,False,0.565,0.943,8.0,0.0,1.0,0.0645,0.105,0.0,0.154,0.855,164.059,4.0,"['k-pop', 'k-pop girl group', 'pop']"
10nKpjx7lRAJHiyYtLmTbh,Lana Del Rey,,Young And Beautiful - Cedric Gervais Remix Radio Edit,0.0,0,False,0.535,0.799,11.0,0.0,0.0,0.0606,0.281,0.0379,0.286,0.427,125.966,4.0,"['art pop', 'pop']"
2OghnlGqZZsFzHjG0CSE9l,Taylor Swift,,Red - Original Demo Recording,38.0,0,False,0.678,0.902,1.0,0.0,0.0,0.0358,0.113,0.000235,0.0705,0.637,124.998,4.0,['pop']
3rnI1UCyGJvUTVvT97VQr5,Taylor Swift,,Tell Me Why,41.0,0,False,0.604,0.855,7.0,0.0,1.0,0.038,0.0571,3.65e-06,0.343,0.51,99.96,4.0,['pop']
7iKDsPfLT0d5mu2htfMKBZ,BLACKPINK,,Love To Hate Me,65.0,0,False,0.686,0.64,8.0,0.0,1.0,0.159,0.0334,0.0,0.0801,0.597,162.225,4.0,"['k-pop', 'k-pop girl group', 'pop']"
4Vhvlhomv8fTp2e6I4XTpe,BLACKPINK,,Lovesick Girls,58.0,0,False,0.658,0.732,6.0,0.0,1.0,0.0654,0.00513,0.0,0.13,0.409,127.995,4.0,"['k-pop', 'k-pop girl group', 'pop']"
3We8H9cfhS7x4hdwBn9vXW,Ariana Grande,,Jason's Song (Gave It Away),42.0,0,False,0.655,0.662,7.0,0.0,0.0,0.0554,0.451,2.72e-05,0.0773,0.581,106.0,4.0,['pop']
41sjzdjScVwnxnxADElts6,Taylor Swift,,Stay Beautiful,54.0,0,False,0.594,0.629,8.0,0.0,1.0,0.0246,0.0868,0.0,0.137,0.504,131.597,4.0,['pop']
7E8edqa0m0ASLXkLfmWY03,Ariana Grande,,Problem,44.0,0,False,0.603,0.805,1.0,0.0,0.0,0.259,0.0178,1.02e-05,0.133,0.611,102.734,4.0,['pop']
50YZQsqoTXoPHd1YmZyBID,The Weeknd,,Devil May Cry - From “The Hunger Games: Catching Fire” Soundtrack,41.0,0,False,0.496,0.53,3.0,0.0,0.0,0.0268,0.258,3.64e-05,0.119,0.188,97.913,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
4DmS8lnz6VbEMWrUcbm8WZ,TWICE,,One More Time,47.0,0,False,0.74,0.928,7.0,0.0,1.0,0.0633,0.00288,0.0,0.319,0.671,129.955,4.0,"['k-pop', 'k-pop girl group', 'pop']"
1cfVkL84XmRON3Gl9jDXKI,Ariana Grande,,Into You - 3LAU Remix,56.0,0,False,0.615,0.781,6.0,0.0,0.0,0.109,0.0171,0.0017,0.178,0.268,126.254,3.0,['pop']
0dssTLrqY79Klk6jx2RXCj,Lana Del Rey,,When The World Was At War We Kept Dancing,59.0,0,False,0.616,0.605,7.0,0.0,1.0,0.0343,0.097,0.00812,0.165,0.185,116.031,4.0,"['art pop', 'pop']"
6Uc4EHr3ktYmLfLDY7LifJ,Ariana Grande,,Snow In California,41.0,0,False,0.631,0.533,1.0,0.0,1.0,0.0518,0.257,0.0,0.351,0.428,135.002,4.0,['pop']
6zrJLhslleCHby0wbUnvVy,Dua Lipa,,Future Nostalgia,56.0,0,False,0.875,0.813,7.0,0.0,1.0,0.0579,0.00618,0.0,0.321,0.859,114.993,4.0,"['dance pop', 'pop', 'uk pop']"
6E4rQRDFvoB9KZfIwvaH2I,Lana Del Rey,,High By The Beach,0.0,0,False,0.54,0.492,11.0,0.0,0.0,0.0348,0.261,0.00723,0.118,0.0932,131.946,4.0,"['art pop', 'pop']"
6qmlMEO6UKnAbdaEjf25f0,Lana Del Rey,,Cinnamon Girl,25.0,0,False,0.294,0.337,6.0,0.0,0.0,0.036,0.814,0.414,0.14,0.135,91.781,5.0,"['art pop', 'pop']"
2zzxwmoOBnXDT0KnJsoIWk,Taylor Swift,,Tied Together with a Smile,54.0,0,False,0.479,0.578,2.0,0.0,1.0,0.0294,0.525,0.0,0.0841,0.192,146.165,4.0,['pop']
4KBx9DSSbFaumwlEqjX4CP,Ariana Grande,,"thank u, next",50.0,0,False,0.743,0.662,1.0,0.0,1.0,0.0534,0.268,1.36e-06,0.102,0.408,107.027,4.0,['pop']
6reeYMdka9BetPRvgOgUEK,Ariana Grande,,Problem,14.0,0,False,0.661,0.764,1.0,0.0,0.0,0.179,0.0202,4.55e-06,0.128,0.586,103.023,4.0,['pop']
2Nib4r0saYQf2pUV4RFDhl,BTS,,Interlude : Shadow,0.0,0,False,0.385,0.798,9.0,0.0,0.0,0.483,0.115,0.0,0.181,0.141,149.756,4.0,"['k-pop', 'k-pop boy group', 'pop']"
0mTHy19ihR54DdAxc9mU1C,Cigarettes After Sex,,K.,0.0,0,False,0.454,0.401,3.0,0.0,1.0,0.026,0.131,0.845,0.137,0.321,93.719,4.0,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
36YCdzT57us0LhDmCYtrNE,The Weeknd,,Rockin',64.0,0,False,0.738,0.885,9.0,0.0,0.0,0.206,0.0133,0.0,0.0821,0.752,112.878,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5xZAscnOpluzTCwvDlptBN,TWICE,,YOUNG & WILD,0.0,0,False,0.586,0.649,2.0,0.0,1.0,0.181,0.129,0.0,0.434,0.296,102.985,4.0,"['k-pop', 'k-pop girl group', 'pop']"
6eGMMPRVYzpssGgednRvzU,Lana Del Rey,,Cherry,0.0,0,False,0.355,0.541,8.0,0.0,0.0,0.0608,0.0457,0.00516,0.316,0.337,123.524,3.0,"['art pop', 'pop']"
4GqkWberT9cHK9P6REykBd,Ariana Grande,,boyfriend (with Social House),43.0,0,False,0.507,0.778,10.0,0.0,0.0,0.427,0.0804,0.0,0.297,0.696,189.833,4.0,['pop']
7aAsStiuC4Zw8vIbvRWtq7,The Weeknd,,Sacrifice (Remix) (feat. Swedish House Mafia),0.0,0,False,0.774,0.742,6.0,0.0,0.0,0.0784,0.0312,5.03e-05,0.0907,0.677,122.028,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
598nAglAU2FYie8Gcz9p2A,Lana Del Rey,,Honeymoon,0.0,0,False,0.268,0.271,5.0,0.0,0.0,0.0328,0.95,0.00467,0.111,0.161,82.109,3.0,"['art pop', 'pop']"
1QQIMiVYhsJuPTts6p0hYi,Taylor Swift,,Safe & Sound - from The Hunger Games Soundtrack,38.0,0,False,0.472,0.3,7.0,0.0,1.0,0.028,0.883,1.04e-05,0.0698,0.289,144.317,4.0,['pop']
0Aj9mjOpjS2TbgSB6sdXNo,Dua Lipa,,Running,44.0,0,False,0.62,0.694,10.0,0.0,0.0,0.0311,0.0178,0.0,0.19,0.319,98.002,4.0,"['dance pop', 'pop', 'uk pop']"
7LQKuOaqJrNgVIGLFnfvdn,Lana Del Rey,,Million Dollar Man,65.0,0,False,0.382,0.589,6.0,0.0,1.0,0.0359,0.484,0.0,0.131,0.511,65.627,4.0,"['art pop', 'pop']"
0uZ9Cop3w5BIkNrMwy2uOL,Mitski,,Wife,0.0,0,False,0.376,0.101,0.0,0.0,1.0,0.0333,0.956,0.0,0.382,0.231,79.95,3.0,"['brooklyn indie', 'pov: indie']"
5NhDDt5Zy8yGOECN3PLRdE,TWICE,,FIREWORK,48.0,0,False,0.7,0.92,10.0,0.0,0.0,0.0536,0.115,2.93e-06,0.701,0.685,108.006,4.0,"['k-pop', 'k-pop girl group', 'pop']"
5podb1asONjqwKk1iMVOeG,Stray Kids,,Hall of Fame,69.0,0,False,0.593,0.858,1.0,0.0,1.0,0.214,0.226,0.0,0.115,0.764,160.164,4.0,"['k-pop', 'k-pop boy group', 'pop']"
0HGcQDbRen8luCnwH53sNl,Ariana Grande,,Break Your Heart Right Back,55.0,0,False,0.726,0.605,6.0,0.0,1.0,0.0628,0.0113,0.0,0.0639,0.588,93.93,4.0,['pop']
2xV3JIIeKgIvsJRLFgReCU,BLACKPINK,,Pink Venom,55.0,0,False,0.794,0.719,0.0,0.0,1.0,0.0761,0.0119,0.0,0.276,0.69,90.016,4.0,"['k-pop', 'k-pop girl group', 'pop']"
2uqzfXB7NlBnhQd04W7HaH,BTS,,Let Me Know,59.0,0,False,0.61,0.829,11.0,0.0,0.0,0.0847,0.0111,0.0,0.0961,0.156,136.102,4.0,"['k-pop', 'k-pop boy group', 'pop']"
1SrsEuRiRoopW2pZDaHgVA,Stray Kids,,Love Untold (Hyunjin),57.0,0,False,0.575,0.86,4.0,0.0,1.0,0.0669,0.0563,2.17e-06,0.167,0.311,180.058,4.0,"['k-pop', 'k-pop boy group', 'pop']"
2yYDijitHN6psA2tH0ndXs,The Weeknd,,The Birds Pt. 2,55.0,0,False,0.278,0.564,9.0,0.0,0.0,0.0357,0.459,9.4e-06,0.256,0.177,78.639,3.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2e9N4vHYVUwSwRorBzsZXE,Hozier,,Almost (Sweet Music),0.0,0,False,0.427,0.689,7.0,0.0,1.0,0.135,0.021,1.69e-06,0.203,0.706,88.875,4.0,"['irish singer-songwriter', 'modern rock', 'pov: indie']"
35dhwUoJNlxrPyEIJkfDnx,TWICE,,I GOT YOU,71.0,0,False,0.52,0.805,8.0,0.0,1.0,0.0551,0.0451,0.0,0.0935,0.496,176.103,4.0,"['k-pop', 'k-pop girl group', 'pop']"
4qCySCQyiyLT2mVUOM2zdS,Olivia Rodrigo,,The Rose Song,50.0,0,False,0.437,0.374,5.0,0.0,1.0,0.0376,0.786,0.0,0.107,0.461,141.897,4.0,['pop']
0xYGd48DeDuVok1DpMungk,Taylor Swift,,Picture To Burn,0.0,0,False,0.658,0.877,7.0,0.0,1.0,0.0323,0.173,0.0,0.0962,0.821,105.586,4.0,['pop']
56fUbkZ2DHk2PixrNaxlzJ,The Weeknd,,Hurt You,31.0,0,False,0.479,0.721,5.0,0.0,0.0,0.0876,0.249,0.00372,0.111,0.388,183.908,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
34l2nKu9kSj0BZahVIAT3L,Lana Del Rey,,Yayo,49.0,0,False,0.506,0.201,3.0,0.0,0.0,0.0294,0.926,0.000411,0.253,0.145,71.925,4.0,"['art pop', 'pop']"
4rsoLz7ZY1Ldz8dpm4Lqtg,BLACKPINK,,Kick It,61.0,0,False,0.765,0.787,1.0,0.0,0.0,0.0445,0.0156,0.0,0.0736,0.381,124.949,4.0,"['k-pop', 'k-pop girl group', 'pop']"
7zUEAYmAy98AZ1See3m8l8,The Weeknd,,Starboy,0.0,0,False,0.675,0.603,7.0,0.0,1.0,0.282,0.134,6.19e-06,0.151,0.479,185.989,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
7ovNQzugF7Rf6KYMvcfwSG,Taylor Swift,,The Very First Night (Taylor's Version) (From The Vault),39.0,0,False,0.678,0.733,7.0,0.0,1.0,0.0281,0.00115,0.0,0.104,0.581,121.009,4.0,['pop']
3hqJdqziOPbu422kXaOyII,Sabrina Carpenter,,Right Now,39.0,0,False,0.649,0.678,2.0,0.0,1.0,0.0401,0.0407,0.0,0.156,0.528,107.978,4.0,['pop']
0NAwPzl6im6ds9pe51BdD4,Ariana Grande,,Bad Decisions,29.0,0,False,0.696,0.653,4.0,0.0,0.0,0.0425,0.0173,0.0,0.279,0.794,131.949,4.0,['pop']
7Gq4tfeuWPjr6WQiB7aBXz,Sabrina Carpenter,,Mona Lisa,54.0,0,False,0.764,0.473,1.0,0.0,0.0,0.0451,0.277,0.0,0.117,0.53,143.999,4.0,['pop']
711e2SNCky0TBH38Ywer18,Lana Del Rey,,The Other Woman,49.0,0,False,0.255,0.468,7.0,0.0,0.0,0.0317,0.822,0.248,0.339,0.175,111.67,4.0,"['art pop', 'pop']"
51hIGgLnT8s6gEzjVqKlEF,BTS,,MAMA,57.0,0,False,0.543,0.739,5.0,0.0,0.0,0.232,0.000226,2.14e-05,0.0816,0.466,185.832,4.0,"['k-pop', 'k-pop boy group', 'pop']"
0B5QveFYJv8jpcJe2G5wcF,Mitski,,My Body's Made of Crushed Little Stars,0.0,0,False,0.202,0.744,7.0,0.0,1.0,0.0641,2.18e-05,5.13e-05,0.493,0.316,81.914,4.0,"['brooklyn indie', 'pov: indie']"
6GfTYfb5eBLN1p1ByOsPmi,Olivia Rodrigo,,"Wondering - From ""High School Musical: The Musical: The Series""",61.0,0,False,0.469,0.444,6.0,0.0,1.0,0.0396,0.808,0.0,0.0932,0.221,129.385,4.0,['pop']
6LlfNW9JzD0USPRkD8imdc,Dua Lipa,,Dance The Night,41.0,0,False,0.671,0.845,11.0,0.0,0.0,0.048,0.0207,0.0,0.329,0.775,110.056,4.0,"['dance pop', 'pop', 'uk pop']"
0MciUrJaj9OZoAuGUU40Wr,Dua Lipa,,Don't Start Now - Pink Panda Remix,47.0,0,False,0.677,0.696,7.0,0.0,1.0,0.0414,0.00285,0.0,0.155,0.357,127.994,4.0,"['dance pop', 'pop', 'uk pop']"
5LYQSNHZxEA880URXFHg6h,Lana Del Rey,,Lust for Life (with The Weeknd),0.0,0,False,0.499,0.676,0.0,0.0,0.0,0.0582,0.588,0.00484,0.358,0.295,99.979,4.0,"['art pop', 'pop']"
0YrMTMLpLq1UIkWgghNM6c,Taylor Swift,,Treacherous (Taylor's Version),42.0,0,False,0.645,0.593,2.0,0.0,1.0,0.0288,0.0344,0.000127,0.13,0.299,109.984,4.0,['pop']
4w1dIZxwO83XpKo5wgLhkk,The Weeknd,,Belong To The World,43.0,0,False,0.503,0.858,5.0,0.0,0.0,0.0578,0.00392,0.0,0.119,0.361,121.008,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
1Sftw4WKhFJGv7qQXlse4Y,Stray Kids,,Double Knot,56.0,0,False,0.752,0.738,5.0,0.0,0.0,0.365,0.0541,0.0,0.526,0.585,146.944,4.0,"['k-pop', 'k-pop boy group', 'pop']"
4yOqfpzmL4FvmXJTUgAMUP,BLACKPINK,,Crazy Over You,48.0,0,False,0.805,0.66,4.0,0.0,1.0,0.0582,0.0367,6.4e-05,0.215,0.617,114.954,4.0,"['k-pop', 'k-pop girl group', 'pop']"
4DLLB9erwRrOPPVQLitCyV,Arctic Monkeys,,Chun Li Flying Bird Kick,40.0,0,False,0.669,0.846,7.0,0.0,1.0,0.0295,0.00325,0.82,0.0651,0.552,107.034,4.0,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
7N015NTIWGjQDddHUdHPoO,Taylor Swift,,exile (feat. Bon Iver) - the long pond studio sessions,55.0,0,False,0.359,0.305,6.0,0.0,1.0,0.0306,0.848,6.74e-05,0.111,0.108,151.956,4.0,['pop']
4sC589n5FFW9jHOSUxnkd6,Taylor Swift,,Question...?,43.0,0,False,0.722,0.494,7.0,0.0,1.0,0.204,0.216,0.0,0.226,0.131,108.94,4.0,['pop']
4pHQ9RYFhn3W0ha5KEuMnj,The Weeknd,,Adaptation,54.0,0,False,0.642,0.79,11.0,0.0,0.0,0.0681,0.151,0.000583,0.305,0.613,114.96,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
6Q4JJnjX00q8O10OliHhjS,Ariana Grande,,love me harder - live,43.0,0,False,0.448,0.71,1.0,0.0,0.0,0.0578,0.196,0.0,0.638,0.273,104.024,4.0,['pop']
1FlYPPzFJUNh3KRE36pYbe,Ariana Grande,,Sometimes,0.0,0,False,0.397,0.666,1.0,0.0,0.0,0.248,0.0907,0.0,0.344,0.568,77.915,4.0,['pop']
7Keo3ZZNaFgFiI3inNMFod,Stray Kids,,YAYAYA,45.0,0,False,0.67,0.928,9.0,0.0,0.0,0.239,0.136,0.0,0.225,0.697,132.006,4.0,"['k-pop', 'k-pop boy group', 'pop']"
0pKrMTlDlW54abYkdBsgxj,Arctic Monkeys,,Knee Socks,0.0,0,False,0.669,0.54,11.0,0.0,0.0,0.0339,0.137,0.00374,0.339,0.549,97.993,4.0,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
1LiNP5q2thWScdvCRkJ584,TWICE,,UP NO MORE,57.0,0,False,0.709,0.88,2.0,0.0,1.0,0.0585,0.0298,4.46e-06,0.103,0.713,119.948,4.0,"['k-pop', 'k-pop girl group', 'pop']"
1D7e4LrjdB4mKaI9XYrmPY,TWICE,,CHEER UP,0.0,0,False,0.551,0.885,6.0,0.0,1.0,0.124,0.139,0.0,0.114,0.509,172.95,4.0,"['k-pop', 'k-pop girl group', 'pop']"
7qqrGV5WpQnMKqVTsDZd9J,Lana Del Rey,,Buddy's Rendezvous,55.0,0,False,0.289,0.324,5.0,0.0,1.0,0.0301,0.851,0.00368,0.112,0.244,77.94,4.0,"['art pop', 'pop']"
3n1vWk5ATCmw4116OfUFVl,Dua Lipa,,Pretty Please (Midland Refix) [Mixed],39.0,0,False,0.927,0.729,1.0,0.0,1.0,0.146,0.00594,0.000309,0.206,0.874,128.003,4.0,"['dance pop', 'pop', 'uk pop']"
6t5zloC7h0EQllwYph9brV,The Weeknd,,Hardest To Love,41.0,0,False,0.466,0.609,10.0,0.0,1.0,0.065,0.0911,9.32e-05,0.122,0.103,81.186,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
7ut4Y7gxOFe3d3rLJQ7i5w,Taylor Swift,,Gorgeous,0.0,0,False,0.8,0.535,7.0,0.0,1.0,0.135,0.0713,9.48e-06,0.213,0.451,92.027,4.0,['pop']
36aoiqTQcBGDb7bAO3n5XO,The Weeknd,,Out of Time - KAYTRANADA Remix,40.0,0,False,0.742,0.599,1.0,0.0,1.0,0.297,0.0962,0.000578,0.0981,0.573,108.283,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
33CeM8NI7tfrNgciVOFMoo,Lana Del Rey,,Summertime Sadness,59.0,0,False,0.565,0.647,1.0,0.0,0.0,0.0334,0.0456,0.0,0.121,0.216,111.931,4.0,"['art pop', 'pop']"
6oCGHGu19poEz8iF3ZXHrj,Dua Lipa,,Break My Heart / Cosmic Girl (Dimitri From Paris Edit) [Mixed],49.0,0,False,0.696,0.885,2.0,0.0,1.0,0.0583,0.0697,0.0217,0.344,0.81,120.283,4.0,"['dance pop', 'pop', 'uk pop']"
3JWzwvBe0kZ2pD2ldDD5Sh,Ariana Grande,,"yes, and?",18.0,0,False,0.792,0.77,1.0,0.0,1.0,0.0514,0.183,2.24e-05,0.102,0.872,119.062,4.0,['pop']
40eQ3f56CJ34Io5JXKn5rF,Stray Kids,,CALL,49.0,0,False,0.84,0.698,10.0,0.0,1.0,0.192,0.215,0.0,0.149,0.846,89.977,4.0,"['k-pop', 'k-pop boy group', 'pop']"
7BaPSGIHqsUmYLyF5H8gAG,Mitski,,Class of 2013 (Audiotree Live Version),0.0,0,False,0.192,0.124,2.0,0.0,1.0,0.0432,0.883,3.83e-05,0.175,0.039,109.22,3.0,"['brooklyn indie', 'pov: indie']"
3TVWi92dWPMVcKpXvX32UX,BTS,,First Love,0.0,0,False,0.517,0.741,8.0,0.0,0.0,0.323,0.362,0.0,0.164,0.672,86.526,4.0,"['k-pop', 'k-pop boy group', 'pop']"
2mBtKEUCZVh9BTDhlj5OiW,Stray Kids,,Awkward Silence,53.0,0,False,0.573,0.893,10.0,0.0,0.0,0.243,0.0957,0.0,0.0974,0.725,200.11,4.0,"['k-pop', 'k-pop boy group', 'pop']"
2jYmK1cb3Uya6FFsocdpzO,Sabrina Carpenter,,Why,0.0,0,False,0.669,0.561,11.0,0.0,0.0,0.209,0.157,0.0,0.0739,0.604,180.044,4.0,['pop']
1gK0BfPe1BbB6jxyD9FSyX,Arctic Monkeys,,The Jeweller's Hands,0.0,0,False,0.502,0.803,0.0,0.0,0.0,0.0518,0.137,0.064,0.113,0.398,96.919,4.0,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
0d9BBAvHC8DjidkKmKBNms,Taylor Swift,,King Of My Heart,0.0,0,False,0.675,0.703,0.0,0.0,1.0,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,4.0,['pop']
2WFb9JwoOvZMoiuzZrCfR4,Lana Del Rey,,High By The Beach,0.0,0,False,0.526,0.484,11.0,0.0,0.0,0.0359,0.255,0.00601,0.118,0.0944,131.978,4.0,"['art pop', 'pop']"
7LfIX3DCzl3AtGJWlCKOKK,Arijit Singh,,"Tum Hi Ho (From ""Aashiqui 2)",38.0,0,False,0.528,0.449,5.0,0.0,0.0,0.025,0.785,0.0,0.122,0.317,94.058,4.0,"['filmi', 'modern bollywood']"
2LCWFpLZ92PyjyWzJ2VvCj,Dua Lipa,,New Rules - Acoustic,0.0,0,False,0.825,0.345,9.0,0.0,0.0,0.0372,0.601,0.0,0.121,0.506,116.072,4.0,"['dance pop', 'pop', 'uk pop']"
7Hh3tWJgv856P2sPCtVIDB,Dua Lipa,,Don't Start Now (Zach Witness Remix) [Malibu Mermaids Version],22.0,0,False,0.712,0.917,11.0,0.0,0.0,0.0725,0.00582,0.000101,0.252,0.454,118.014,4.0,"['dance pop', 'pop', 'uk pop']"
7EpKfPAURnG9OCVer0S30N,Ariana Grande,,Lovin' It,41.0,0,False,0.624,0.821,1.0,0.0,0.0,0.0422,0.112,0.0,0.276,0.449,93.984,4.0,['pop']
3bQsp4Vr9Rg4fNCx6HPOgX,Anuv Jain,,Alag Aasmaan,74.0,0,False,0.699,0.299,6.0,0.0,1.0,0.0403,0.869,0.0,0.0724,0.459,118.968,4.0,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']"
