track_id,genres,track_artists,tempo,energy,key,popularity,mode,time_signature,speechiness,danceability,valence,acousticness,liveness,instrumentalness,name
5JwLhFNrXw49pn3HQqu02G,"['art pop', 'pop']",Lana Del Rey,134.981,0.576,1.0,0.0,1.0,4.0,0.145,0.761,0.13,0.018,0.191,7.54e-06,Summer Bummer (feat. A$AP Rocky & Playboi Carti)
44V5YKYkMw9vVqnnYTMMIc,['pop'],Taylor Swift,101.96,0.377,0.0,43.0,1.0,4.0,0.0275,0.606,0.446,0.817,0.154,0.0,Nothing New (feat. Phoebe Bridgers) (Taylor's Version) (From The Vault)
2VgPA0WnwvE2nbltxa3BHz,"['k-pop', 'k-pop boy group', 'pop']",BTS,166.927,0.875,9.0,0.0,1.0,4.0,0.0696,0.649,0.557,0.00128,0.0486,0.0,Silver Spoon
4jjaOnFqtAyiYmP7PdTJbO,"['k-pop', 'k-pop boy group', 'pop']",Stray Kids,120.0,0.69,0.0,56.0,1.0,4.0,0.238,0.929,0.749,0.703,0.117,0.0,RUN (HAN)
28dQlavHTyrEkmI7w7Nivp,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,169.97,0.752,10.0,45.0,0.0,4.0,0.132,0.537,0.234,0.0187,0.145,1.36e-06,Heartless
1AVVv4FgNLxQlV64j7dfP1,['pop'],Sabrina Carpenter,139.995,0.69,10.0,50.0,0.0,4.0,0.0741,0.677,0.545,0.288,0.103,0.0,I Can't Stop Me
11cOetC5wVN9gaqBEGS5B4,['pop'],Taylor Swift,99.953,0.417,10.0,0.0,1.0,4.0,0.0231,0.621,0.289,0.288,0.119,0.0,Teardrops On My Guitar - Radio Single Remix
51LmI5GE3tHKISLNZMjDPC,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,183.672,0.518,9.0,52.0,0.0,4.0,0.0489,0.296,0.0755,0.745,0.462,3.31e-05,The Birds Pt. 2
3nef5W8jTkXrOKgCu4kmq7,['pop'],Ariana Grande,133.969,0.602,4.0,80.0,0.0,3.0,0.0401,0.662,0.29,0.0529,0.356,0.0,Dangerous Woman
7mc6gNNKbrCrYGDoVKaVna,"['art pop', 'pop']",Lana Del Rey,82.29,0.256,6.0,35.0,0.0,5.0,0.0311,0.251,0.168,0.812,0.0884,0.0,Video Games
7s2kWabRM60W9I61HpKg8C,"['art pop', 'metropopolis', 'nz pop', 'pop']",Lorde,87.996,0.483,4.0,64.0,1.0,4.0,0.0879,0.73,0.883,0.237,0.31,7.99e-05,Solar Power
4Rrj1QxDqsj28gv9SiHQRA,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,108.283,0.599,1.0,47.0,1.0,4.0,0.297,0.742,0.573,0.0962,0.0981,0.000578,Out of Time - KAYTRANADA Remix
5RcLLNStw5qR01c2W5Q92m,"['filmi', 'modern bollywood']",Arijit Singh,128.109,0.747,4.0,0.0,0.0,4.0,0.0558,0.514,0.435,0.274,0.712,0.0,Aa Bhi Ja Yaara (feat. Raabta)
3sqpZ7OpMc0jto8rUXPw4B,"['dance pop', 'pop', 'uk pop']",Dua Lipa,105.993,0.662,8.0,24.0,1.0,4.0,0.0321,0.703,0.262,0.0643,0.264,0.182,Houdini - Danny L Harle Slowride Mix
2Irr5XfPM6cyoKijHSCrqM,['pop'],Sabrina Carpenter,120.08,0.803,1.0,63.0,1.0,4.0,0.0446,0.659,0.62,0.0102,0.0746,0.0,Read your Mind
6HTwoo4dUOvePNqMsTarPA,"['k-pop', 'k-pop girl group', 'pop']",TWICE,97.097,0.909,8.0,0.0,1.0,4.0,0.0624,0.688,0.702,0.0474,0.0674,1.35e-06,Alcohol-Free
1IxeJLsubGTboNN9K5XNfL,['pop'],Taylor Swift,139.99,0.663,8.0,52.0,1.0,4.0,0.0599,0.587,0.544,0.0354,0.0902,9.06e-05,Wildest Dreams (Taylor's Version)
7lSdUlVf8k6kxklKkskb1m,"['art pop', 'pop']",Lana Del Rey,118.721,0.41,11.0,61.0,0.0,4.0,0.0388,0.352,0.0952,0.556,0.114,0.0113,Heroin
1GDF5AusV7p0wwi4OVNz3i,['pop'],Harry Styles,133.625,0.231,6.0,56.0,0.0,4.0,0.0311,0.535,0.291,0.475,0.102,0.0,"Two Ghosts - Recorded at Metropolis Studios, London"
32qFynFqOmxIdgMSIctWqK,"['irish singer-songwriter', 'modern rock', 'pov: indie']",Hozier,173.376,0.796,6.0,36.0,1.0,3.0,0.0432,0.251,0.729,0.203,0.961,1.59e-06,Jackie And Wilson - Live
71g5YNZv9ysuAZVPuxOmiC,"['k-pop', 'k-pop boy group', 'pop']",BTS,113.998,0.875,4.0,42.0,1.0,4.0,0.0769,0.676,0.595,0.0185,0.0524,0.0,Dynamite (Holiday Remix)
0EJJu2Ag7DqTM8W4o7Vg7q,"['art pop', 'metropopolis', 'nz pop', 'pop']",Lorde,117.937,0.48,1.0,0.0,0.0,4.0,0.0428,0.358,0.0653,0.306,0.186,0.00163,A World Alone
5XkyZyKMdFungjDb9cUKc3,"['k-pop', 'k-pop boy group', 'pop']",BTS,105.008,0.498,8.0,0.0,0.0,4.0,0.0571,0.804,0.704,0.339,0.18,0.000236,A Brand New Day (BTS World Original Soundtrack) [Pt. 2]
4EjLfjUNonstEf9ZED4gce,['pop'],Ariana Grande,94.008,0.81,1.0,44.0,0.0,4.0,0.0415,0.643,0.411,0.114,0.179,0.0,Lovin' It
6LQzYkmd8ADbKOOEVDnlG4,['pop'],Ariana Grande,101.364,0.842,0.0,56.0,1.0,4.0,0.24,0.656,0.384,0.5,0.0787,0.0,Only 1
1k3PzDNjg38cWqOvL4M9vq,['pop'],Taylor Swift,96.001,0.394,7.0,55.0,1.0,4.0,0.0243,0.612,0.233,0.637,0.147,0.0,Invisible
3yHQKddM8SVCRnuPSo3HPN,"['k-pop', 'k-pop girl group', 'pop']",BLACKPINK,124.969,0.836,5.0,0.0,0.0,4.0,0.0549,0.658,0.387,0.00264,0.507,1.02e-06,BOOMBAYAH
1BpvuKIG7jK5EiTp2tv5z8,['punjabi hip hop'],Shubh,85.953,0.566,11.0,78.0,0.0,4.0,0.0602,0.794,0.68,0.301,0.151,0.000168,King Shit
1q3RiD1tIWUpGsNFADMlvl,['pop'],Taylor Swift,93.06,0.609,0.0,56.0,1.0,4.0,0.0243,0.602,0.337,0.0382,0.127,0.0002,All Too Well
0QE33jkiMTzCI8momkDmQY,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,122.028,0.742,6.0,42.0,0.0,4.0,0.0784,0.774,0.677,0.0312,0.0907,5.03e-05,Sacrifice (Remix) (feat. Swedish House Mafia)
2hmafYGj1CXYKIYcMnX4lj,['pop'],Taylor Swift,129.976,0.237,0.0,56.0,0.0,4.0,0.0335,0.652,0.367,0.9,0.0991,0.0,cardigan - cabin in candlelight version
5vjgyZm1Zhtg4RptN4evNQ,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,115.03,0.736,9.0,44.0,0.0,4.0,0.0514,0.645,0.347,0.16,0.6,0.000156,Love In The Sky
5by7gtiDrxe4n2qQQunL8S,"['art pop', 'pop']",Lana Del Rey,122.056,0.255,6.0,53.0,0.0,4.0,0.0299,0.39,0.179,0.806,0.0887,1.14e-06,Video Games
5OGALUjGm5kCEpejHs6vtA,['pop'],Taylor Swift,149.67,0.714,0.0,43.0,1.0,3.0,0.0488,0.403,0.482,0.16,0.179,0.0,I Bet You Think About Me (feat. Chris Stapleton) (Taylor's Version) (From The Vault)
4FKqLfrZNloY0vp8Pxjz6c,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,100.534,0.673,2.0,0.0,1.0,4.0,0.13,0.73,0.161,0.0902,0.104,2.55e-05,Pray For Me (with Kendrick Lamar)
35TujHR7wzBFeZNRcx2r4q,['pop'],Taylor Swift,122.822,0.8,7.0,0.0,1.0,4.0,0.0402,0.679,0.559,0.362,0.0928,0.0,Christmas Must Be Something More
4wSWZjWH7a5eVxskGxO13w,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Arctic Monkeys,146.478,0.922,9.0,0.0,0.0,4.0,0.0674,0.387,0.417,0.00487,0.187,0.0,The View From The Afternoon
44hoFQSNqQKKFPxKCCMoZ3,"['irish singer-songwriter', 'modern rock', 'pov: indie']",Hozier,158.073,0.384,2.0,55.0,1.0,4.0,0.0263,0.436,0.1,0.0855,0.0788,0.00128,Who We Are
1SySkCqhEG6Z68o2n07Bsr,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,99.969,0.786,7.0,48.0,0.0,4.0,0.0366,0.606,0.525,0.00229,0.0725,9.46e-05,In Your Eyes (feat. Kenny G) - Remix
1bB8idvcjJPUf1QBISrETz,"['k-pop', 'k-pop boy group', 'pop']",BTS,144.059,0.954,8.0,0.0,0.0,4.0,0.145,0.752,0.879,0.00828,0.165,2.29e-06,"We Are Bulletproof, Pt. 2"
2R7C9dDqv1UPycvepBFziA,['pop'],Taylor Swift,131.982,0.765,7.0,41.0,1.0,4.0,0.0324,0.582,0.559,0.0268,0.103,1.95e-06,Superman
3vJcz8exedHCjQ9ed95NqU,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,118.167,0.959,0.0,53.0,1.0,4.0,0.348,0.447,0.46,0.109,0.0498,2.75e-05,Every Angel is Terrifying
0jdbVCxHze7xkrdyac3Ksn,"['art pop', 'metropopolis', 'nz pop', 'pop']",Lorde,92.021,0.597,5.0,0.0,1.0,4.0,0.0463,0.611,0.0984,0.436,0.105,0.0,The Path
2jjh53eV2QVGIRjGTawheD,"['k-pop', 'k-pop girl group', 'pop']",BLACKPINK,102.938,0.449,1.0,34.0,0.0,4.0,0.0431,0.838,0.618,0.788,0.0947,0.0,WHISTLE - Acoustic Ver. Japanese Version
6fJhF2zdKgCSO3E4JcvVER,"['brooklyn indie', 'pov: indie']",Mitski,111.991,0.204,11.0,0.0,1.0,4.0,0.0316,0.511,0.254,0.835,0.128,0.0,Abbey
1edP751qQSUaA1vo7Hva3w,['pop'],Ariana Grande,98.089,0.874,8.0,45.0,1.0,4.0,0.2,0.322,0.171,0.0454,0.945,2.27e-06,breathin - live
76qVJ5CbodXgDGleekie9O,"['k-pop', 'k-pop girl group', 'pop']",TWICE,154.078,0.63,10.0,0.0,1.0,4.0,0.0376,0.716,0.667,0.404,0.0817,0.0,Merry & Happy
0ZyfiFudK9Si2n2G9RkiWj,"['art pop', 'pop']",Lana Del Rey,93.763,0.686,0.0,64.0,1.0,4.0,0.034,0.373,0.189,0.128,0.383,1.96e-06,Ride
6ARSouo2qnKWkIZSlkudiD,['pop'],Ariana Grande,143.866,0.578,6.0,30.0,1.0,4.0,0.449,0.654,0.233,0.547,0.112,0.0,Best Mistake
6pDVjCUA3B1vg9waKutAsv,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,148.04,0.428,4.0,63.0,0.0,4.0,0.124,0.671,0.362,0.688,0.119,0.000182,Attention
4m8OYzzuXMfbia15YlwdQL,"['k-pop', 'k-pop girl group', 'pop']",TWICE,129.909,0.86,2.0,0.0,1.0,4.0,0.0842,0.713,0.354,0.0469,0.434,0.000184,TT
2xfRDWDKOisEXgRnYI58Tb,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",Cigarettes After Sex,100.426,0.363,2.0,0.0,1.0,4.0,0.0322,0.425,0.12,0.448,0.0685,0.321,Starry Eyes
2IY7eOUDjw2ArKYxKa2jXc,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,186.041,0.592,7.0,0.0,1.0,4.0,0.281,0.682,0.5,0.169,0.136,5.49e-06,Starboy
1J0qupz0gVGSB5jcRY35tL,"['k-pop', 'k-pop boy group', 'pop']",Stray Kids,129.986,0.619,8.0,62.0,1.0,4.0,0.0465,0.834,0.883,0.28,0.0374,1.97e-05,Maknae On Top (I.N)
29RfrpHC12SyrPW1ozqdWz,"['art pop', 'pop']",Lana Del Rey,119.479,0.587,5.0,54.0,1.0,4.0,0.0364,0.345,0.258,0.539,0.119,0.0731,Sad Girl
6aU9WABbPXrV0moONji2g7,['pop'],Taylor Swift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bad Blood
2ofOe2OaXFpZF5ETbsc7Qu,['pop'],Ariana Grande,125.012,0.608,8.0,54.0,0.0,4.0,0.041,0.692,0.449,0.218,0.348,0.0,Honeymoon Avenue
3cw6T3OEgqLiqEDLDQPSnE,['k-pop girl group'],IVE,112.997,0.654,5.0,58.0,1.0,4.0,0.0669,0.853,0.868,0.306,0.11,4.71e-06,Cherish
4KiDinOqlkARDYvoUOrl0j,['pop'],Taylor Swift,79.926,0.548,4.0,0.0,1.0,4.0,0.0254,0.483,0.217,0.00471,0.0997,2.01e-06,Come Back...Be Here
5U1XqpEGLeDd48dDFNqQEC,"['k-pop', 'k-pop boy group', 'pop']",BTS,185.81,0.739,5.0,0.0,0.0,4.0,0.232,0.544,0.467,0.000226,0.0816,2.14e-05,MAMA
79ypLbXeRsgNgd3uZTOcY4,"['k-pop', 'k-pop girl group', 'pop']",TWICE,113.973,0.832,10.0,57.0,1.0,4.0,0.0574,0.688,0.818,0.173,0.0901,0.0,Dance Again
0oHn3CGVerdfLqIrN6CT42,"['k-pop', 'k-pop boy group', 'pop']",Stray Kids,89.989,0.871,1.0,60.0,1.0,4.0,0.231,0.76,0.888,0.306,0.079,0.0,"Muddy Water (Changbin, Hyunjin, HAN, Felix)"
3RwWW7KeVhHGayYJgUL5eZ,['pop'],Ariana Grande,159.947,0.505,9.0,85.0,1.0,4.0,0.105,0.658,0.331,0.537,0.113,0.0,eternal sunshine
2gZaVIT44gRC8AZfO1LCgP,"['k-pop', 'k-pop boy group', 'pop']",Stray Kids,167.954,0.748,11.0,47.0,0.0,4.0,0.344,0.65,0.767,0.157,0.102,0.0,Insomnia
269xqcgGTN9PlivhUkOLhX,"['art pop', 'pop']",Lana Del Rey,89.933,0.674,2.0,68.0,1.0,4.0,0.0802,0.54,0.309,0.0553,0.112,0.0608,In My Feelings
50yNTF0Od55qnHLxYsA5Pw,['pop'],Taylor Swift,160.058,0.808,7.0,63.0,1.0,4.0,0.0729,0.636,0.917,0.0121,0.359,2.18e-05,Shake It Off (Taylor's Version)
3eZYOQO4UzKrUDYDghtnFw,['pop'],Ariana Grande,115.036,0.708,9.0,62.0,0.0,4.0,0.0454,0.698,0.322,0.0251,0.124,0.0,test drive
0MYIrBXK8cmJwY0Ny98L7x,"['art pop', 'metropopolis', 'nz pop', 'pop']",Lorde,123.214,0.382,0.0,20.0,1.0,4.0,0.047,0.664,0.126,0.239,0.0943,0.00749,The Louvre
42wKjrBHwwVkqcrQAz5fva,"['dance pop', 'pop', 'uk pop']",Dua Lipa,123.013,0.806,5.0,37.0,0.0,4.0,0.0326,0.562,0.695,0.00857,0.162,0.218,Hallucinate (Paul Woolford Remix) [Extended] [Mixed]
0vfPEfQk0ZCHExTZ007Ryr,"['art pop', 'pop']",Lana Del Rey,108.928,0.666,8.0,60.0,0.0,4.0,0.0448,0.533,0.343,0.3,0.115,0.00862,Guns And Roses
5wEreUfwxZxWnEol61ulIi,"['art pop', 'pop']",Lana Del Rey,85.767,0.634,4.0,68.0,0.0,4.0,0.0378,0.393,0.395,0.2,0.198,0.000166,Born To Die
4QcHRRDS0ayymLybzKNZq4,"['k-pop', 'k-pop girl group', 'pop']",TWICE,164.059,0.943,8.0,0.0,1.0,4.0,0.0645,0.565,0.855,0.105,0.154,0.0,Heart Shaker
10nKpjx7lRAJHiyYtLmTbh,"['art pop', 'pop']",Lana Del Rey,125.966,0.799,11.0,0.0,0.0,4.0,0.0606,0.535,0.427,0.281,0.286,0.0379,Young And Beautiful - Cedric Gervais Remix Radio Edit
2OghnlGqZZsFzHjG0CSE9l,['pop'],Taylor Swift,124.998,0.902,1.0,38.0,0.0,4.0,0.0358,0.678,0.637,0.113,0.0705,0.000235,Red - Original Demo Recording
3rnI1UCyGJvUTVvT97VQr5,['pop'],Taylor Swift,99.96,0.855,7.0,41.0,1.0,4.0,0.038,0.604,0.51,0.0571,0.343,3.65e-06,Tell Me Why
7iKDsPfLT0d5mu2htfMKBZ,"['k-pop', 'k-pop girl group', 'pop']",BLACKPINK,162.225,0.64,8.0,65.0,1.0,4.0,0.159,0.686,0.597,0.0334,0.0801,0.0,Love To Hate Me
4Vhvlhomv8fTp2e6I4XTpe,"['k-pop', 'k-pop girl group', 'pop']",BLACKPINK,127.995,0.732,6.0,58.0,1.0,4.0,0.0654,0.658,0.409,0.00513,0.13,0.0,Lovesick Girls
3We8H9cfhS7x4hdwBn9vXW,['pop'],Ariana Grande,106.0,0.662,7.0,42.0,0.0,4.0,0.0554,0.655,0.581,0.451,0.0773,2.72e-05,Jason's Song (Gave It Away)
41sjzdjScVwnxnxADElts6,['pop'],Taylor Swift,131.597,0.629,8.0,54.0,1.0,4.0,0.0246,0.594,0.504,0.0868,0.137,0.0,Stay Beautiful
7E8edqa0m0ASLXkLfmWY03,['pop'],Ariana Grande,102.734,0.805,1.0,44.0,0.0,4.0,0.259,0.603,0.611,0.0178,0.133,1.02e-05,Problem
50YZQsqoTXoPHd1YmZyBID,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,97.913,0.53,3.0,41.0,0.0,4.0,0.0268,0.496,0.188,0.258,0.119,3.64e-05,Devil May Cry - From “The Hunger Games: Catching Fire” Soundtrack
4DmS8lnz6VbEMWrUcbm8WZ,"['k-pop', 'k-pop girl group', 'pop']",TWICE,129.955,0.928,7.0,47.0,1.0,4.0,0.0633,0.74,0.671,0.00288,0.319,0.0,One More Time
1cfVkL84XmRON3Gl9jDXKI,['pop'],Ariana Grande,126.254,0.781,6.0,56.0,0.0,3.0,0.109,0.615,0.268,0.0171,0.178,0.0017,Into You - 3LAU Remix
0dssTLrqY79Klk6jx2RXCj,"['art pop', 'pop']",Lana Del Rey,116.031,0.605,7.0,59.0,1.0,4.0,0.0343,0.616,0.185,0.097,0.165,0.00812,When The World Was At War We Kept Dancing
6Uc4EHr3ktYmLfLDY7LifJ,['pop'],Ariana Grande,135.002,0.533,1.0,41.0,1.0,4.0,0.0518,0.631,0.428,0.257,0.351,0.0,Snow In California
6zrJLhslleCHby0wbUnvVy,"['dance pop', 'pop', 'uk pop']",Dua Lipa,114.993,0.813,7.0,56.0,1.0,4.0,0.0579,0.875,0.859,0.00618,0.321,0.0,Future Nostalgia
6E4rQRDFvoB9KZfIwvaH2I,"['art pop', 'pop']",Lana Del Rey,131.946,0.492,11.0,0.0,0.0,4.0,0.0348,0.54,0.0932,0.261,0.118,0.00723,High By The Beach
6qmlMEO6UKnAbdaEjf25f0,"['art pop', 'pop']",Lana Del Rey,91.781,0.337,6.0,25.0,0.0,5.0,0.036,0.294,0.135,0.814,0.14,0.414,Cinnamon Girl
2zzxwmoOBnXDT0KnJsoIWk,['pop'],Taylor Swift,146.165,0.578,2.0,54.0,1.0,4.0,0.0294,0.479,0.192,0.525,0.0841,0.0,Tied Together with a Smile
4KBx9DSSbFaumwlEqjX4CP,['pop'],Ariana Grande,107.027,0.662,1.0,50.0,1.0,4.0,0.0534,0.743,0.408,0.268,0.102,1.36e-06,"thank u, next"
6reeYMdka9BetPRvgOgUEK,['pop'],Ariana Grande,103.023,0.764,1.0,14.0,0.0,4.0,0.179,0.661,0.586,0.0202,0.128,4.55e-06,Problem
2Nib4r0saYQf2pUV4RFDhl,"['k-pop', 'k-pop boy group', 'pop']",BTS,149.756,0.798,9.0,0.0,0.0,4.0,0.483,0.385,0.141,0.115,0.181,0.0,Interlude : Shadow
0mTHy19ihR54DdAxc9mU1C,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",Cigarettes After Sex,93.719,0.401,3.0,0.0,1.0,4.0,0.026,0.454,0.321,0.131,0.137,0.845,K.
36YCdzT57us0LhDmCYtrNE,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,112.878,0.885,9.0,64.0,0.0,4.0,0.206,0.738,0.752,0.0133,0.0821,0.0,Rockin'
5xZAscnOpluzTCwvDlptBN,"['k-pop', 'k-pop girl group', 'pop']",TWICE,102.985,0.649,2.0,0.0,1.0,4.0,0.181,0.586,0.296,0.129,0.434,0.0,YOUNG & WILD
6eGMMPRVYzpssGgednRvzU,"['art pop', 'pop']",Lana Del Rey,123.524,0.541,8.0,0.0,0.0,3.0,0.0608,0.355,0.337,0.0457,0.316,0.00516,Cherry
4GqkWberT9cHK9P6REykBd,['pop'],Ariana Grande,189.833,0.778,10.0,43.0,0.0,4.0,0.427,0.507,0.696,0.0804,0.297,0.0,boyfriend (with Social House)
7aAsStiuC4Zw8vIbvRWtq7,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,122.028,0.742,6.0,0.0,0.0,4.0,0.0784,0.774,0.677,0.0312,0.0907,5.03e-05,Sacrifice (Remix) (feat. Swedish House Mafia)
598nAglAU2FYie8Gcz9p2A,"['art pop', 'pop']",Lana Del Rey,82.109,0.271,5.0,0.0,0.0,3.0,0.0328,0.268,0.161,0.95,0.111,0.00467,Honeymoon
1QQIMiVYhsJuPTts6p0hYi,['pop'],Taylor Swift,144.317,0.3,7.0,38.0,1.0,4.0,0.028,0.472,0.289,0.883,0.0698,1.04e-05,Safe & Sound - from The Hunger Games Soundtrack
0Aj9mjOpjS2TbgSB6sdXNo,"['dance pop', 'pop', 'uk pop']",Dua Lipa,98.002,0.694,10.0,44.0,0.0,4.0,0.0311,0.62,0.319,0.0178,0.19,0.0,Running
7LQKuOaqJrNgVIGLFnfvdn,"['art pop', 'pop']",Lana Del Rey,65.627,0.589,6.0,65.0,1.0,4.0,0.0359,0.382,0.511,0.484,0.131,0.0,Million Dollar Man
0uZ9Cop3w5BIkNrMwy2uOL,"['brooklyn indie', 'pov: indie']",Mitski,79.95,0.101,0.0,0.0,1.0,3.0,0.0333,0.376,0.231,0.956,0.382,0.0,Wife
5NhDDt5Zy8yGOECN3PLRdE,"['k-pop', 'k-pop girl group', 'pop']",TWICE,108.006,0.92,10.0,48.0,0.0,4.0,0.0536,0.7,0.685,0.115,0.701,2.93e-06,FIREWORK
5podb1asONjqwKk1iMVOeG,"['k-pop', 'k-pop boy group', 'pop']",Stray Kids,160.164,0.858,1.0,69.0,1.0,4.0,0.214,0.593,0.764,0.226,0.115,0.0,Hall of Fame
0HGcQDbRen8luCnwH53sNl,['pop'],Ariana Grande,93.93,0.605,6.0,55.0,1.0,4.0,0.0628,0.726,0.588,0.0113,0.0639,0.0,Break Your Heart Right Back
2xV3JIIeKgIvsJRLFgReCU,"['k-pop', 'k-pop girl group', 'pop']",BLACKPINK,90.016,0.719,0.0,55.0,1.0,4.0,0.0761,0.794,0.69,0.0119,0.276,0.0,Pink Venom
2uqzfXB7NlBnhQd04W7HaH,"['k-pop', 'k-pop boy group', 'pop']",BTS,136.102,0.829,11.0,59.0,0.0,4.0,0.0847,0.61,0.156,0.0111,0.0961,0.0,Let Me Know
1SrsEuRiRoopW2pZDaHgVA,"['k-pop', 'k-pop boy group', 'pop']",Stray Kids,180.058,0.86,4.0,57.0,1.0,4.0,0.0669,0.575,0.311,0.0563,0.167,2.17e-06,Love Untold (Hyunjin)
2yYDijitHN6psA2tH0ndXs,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,78.639,0.564,9.0,55.0,0.0,3.0,0.0357,0.278,0.177,0.459,0.256,9.4e-06,The Birds Pt. 2
2e9N4vHYVUwSwRorBzsZXE,"['irish singer-songwriter', 'modern rock', 'pov: indie']",Hozier,88.875,0.689,7.0,0.0,1.0,4.0,0.135,0.427,0.706,0.021,0.203,1.69e-06,Almost (Sweet Music)
35dhwUoJNlxrPyEIJkfDnx,"['k-pop', 'k-pop girl group', 'pop']",TWICE,176.103,0.805,8.0,71.0,1.0,4.0,0.0551,0.52,0.496,0.0451,0.0935,0.0,I GOT YOU
4qCySCQyiyLT2mVUOM2zdS,['pop'],Olivia Rodrigo,141.897,0.374,5.0,50.0,1.0,4.0,0.0376,0.437,0.461,0.786,0.107,0.0,The Rose Song
0xYGd48DeDuVok1DpMungk,['pop'],Taylor Swift,105.586,0.877,7.0,0.0,1.0,4.0,0.0323,0.658,0.821,0.173,0.0962,0.0,Picture To Burn
56fUbkZ2DHk2PixrNaxlzJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,183.908,0.721,5.0,31.0,0.0,4.0,0.0876,0.479,0.388,0.249,0.111,0.00372,Hurt You
34l2nKu9kSj0BZahVIAT3L,"['art pop', 'pop']",Lana Del Rey,71.925,0.201,3.0,49.0,0.0,4.0,0.0294,0.506,0.145,0.926,0.253,0.000411,Yayo
4rsoLz7ZY1Ldz8dpm4Lqtg,"['k-pop', 'k-pop girl group', 'pop']",BLACKPINK,124.949,0.787,1.0,61.0,0.0,4.0,0.0445,0.765,0.381,0.0156,0.0736,0.0,Kick It
7zUEAYmAy98AZ1See3m8l8,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,185.989,0.603,7.0,0.0,1.0,4.0,0.282,0.675,0.479,0.134,0.151,6.19e-06,Starboy
7ovNQzugF7Rf6KYMvcfwSG,['pop'],Taylor Swift,121.009,0.733,7.0,39.0,1.0,4.0,0.0281,0.678,0.581,0.00115,0.104,0.0,The Very First Night (Taylor's Version) (From The Vault)
3hqJdqziOPbu422kXaOyII,['pop'],Sabrina Carpenter,107.978,0.678,2.0,39.0,1.0,4.0,0.0401,0.649,0.528,0.0407,0.156,0.0,Right Now
0NAwPzl6im6ds9pe51BdD4,['pop'],Ariana Grande,131.949,0.653,4.0,29.0,0.0,4.0,0.0425,0.696,0.794,0.0173,0.279,0.0,Bad Decisions
7Gq4tfeuWPjr6WQiB7aBXz,['pop'],Sabrina Carpenter,143.999,0.473,1.0,54.0,0.0,4.0,0.0451,0.764,0.53,0.277,0.117,0.0,Mona Lisa
711e2SNCky0TBH38Ywer18,"['art pop', 'pop']",Lana Del Rey,111.67,0.468,7.0,49.0,0.0,4.0,0.0317,0.255,0.175,0.822,0.339,0.248,The Other Woman
51hIGgLnT8s6gEzjVqKlEF,"['k-pop', 'k-pop boy group', 'pop']",BTS,185.832,0.739,5.0,57.0,0.0,4.0,0.232,0.543,0.466,0.000226,0.0816,2.14e-05,MAMA
0B5QveFYJv8jpcJe2G5wcF,"['brooklyn indie', 'pov: indie']",Mitski,81.914,0.744,7.0,0.0,1.0,4.0,0.0641,0.202,0.316,2.18e-05,0.493,5.13e-05,My Body's Made of Crushed Little Stars
6GfTYfb5eBLN1p1ByOsPmi,['pop'],Olivia Rodrigo,129.385,0.444,6.0,61.0,1.0,4.0,0.0396,0.469,0.221,0.808,0.0932,0.0,"Wondering - From ""High School Musical: The Musical: The Series"""
6LlfNW9JzD0USPRkD8imdc,"['dance pop', 'pop', 'uk pop']",Dua Lipa,110.056,0.845,11.0,41.0,0.0,4.0,0.048,0.671,0.775,0.0207,0.329,0.0,Dance The Night
0MciUrJaj9OZoAuGUU40Wr,"['dance pop', 'pop', 'uk pop']",Dua Lipa,127.994,0.696,7.0,47.0,1.0,4.0,0.0414,0.677,0.357,0.00285,0.155,0.0,Don't Start Now - Pink Panda Remix
5LYQSNHZxEA880URXFHg6h,"['art pop', 'pop']",Lana Del Rey,99.979,0.676,0.0,0.0,0.0,4.0,0.0582,0.499,0.295,0.588,0.358,0.00484,Lust for Life (with The Weeknd)
0YrMTMLpLq1UIkWgghNM6c,['pop'],Taylor Swift,109.984,0.593,2.0,42.0,1.0,4.0,0.0288,0.645,0.299,0.0344,0.13,0.000127,Treacherous (Taylor's Version)
